location,date,total_cases,new_cases,total_deaths,new_deaths
United States,2/6/2021,26980195,103987,468282,2597
United States,2/7/2021,27069854,89659,469646,1364
United States,2/8/2021,27160197,90343,471251,1605
United States,2/9/2021,27255817,95620,474323,3072
United States,2/10/2021,27350956,95139,477641,3318
United States,2/11/2021,27456653,105697,480816,3175
United States,2/12/2021,27556262,99609,483728,2912
United States,2/13/2021,27643381,87119,485911,2183
United States,2/14/2021,27708401,65020,487035,1124
United States,2/15/2021,27762595,54194,487981,946
United States,2/16/2021,27825319,62724,489708,1727
United States,2/17/2021,27895423,70104,492108,2400
United States,2/18/2021,27964979,69556,494580,2472
United States,2/19/2021,28044574,79595,497226,2646
United States,2/20/2021,28116088,71514,499023,1797
United States,2/21/2021,28173139,57051,500232,1209
United States,2/22/2021,28229362,56223,501527,1295
United States,2/23/2021,28301617,72255,503795,2268
United States,2/24/2021,28376317,74700,506965,3170
United States,2/25/2021,28453812,77495,509328,2363
United States,2/26/2021,28530741,76929,511434,2106
United States,2/27/2021,28595134,64393,512938,1504
United States,2/28/2021,28646373,51239,513992,1054
United States,3/1/2021,28705285,58912,515524,1532
United States,3/2/2021,28762326,57041,517467,1943
United States,3/3/2021,28829520,67194,519957,2490
United States,3/4/2021,28897518,67998,521888,1931
United States,3/5/2021,28963921,66403,523663,1775
United States,3/6/2021,29022116,58195,525162,1499
United States,3/7/2021,29063082,40966,525844,682
United States,3/8/2021,29108096,45014,526574,730
United States,3/9/2021,29165791,57695,528369,1795
United States,3/10/2021,29223730,57939,529926,1557
United States,3/11/2021,29286134,62404,531487,1561
United States,3/12/2021,29347338,61204,533050,1563
United States,3/13/2021,29400553,53215,534780,1730
United States,3/14/2021,29438775,38222,535356,576
United States,3/15/2021,29495424,56649,536098,742
United States,3/16/2021,29549235,53811,537263,1165
United States,3/17/2021,29608206,58971,538436,1173
United States,3/18/2021,29668587,60381,540047,1611
United States,3/19/2021,29730000,61413,541144,1097
United States,3/20/2021,29785285,55285,541927,783
United States,3/21/2021,29818930,33645,542359,432
United States,3/22/2021,29869514,50584,542949,590
