Date,Open China,High China,Low China,Close China,Adj Close China,Volume China,Open India,High India,Low India,Close India,Adj Close India,Volume India,Open Italy,High Italy,Low Italy,Close Italy,Adj Close Italy,Volume Italy,Open Spain,High Spain,Low Spain,Close Spain,Adj Close Spain,Volume Spain,Open Dow,High Dow,Low Dow,Close*,Adj Close**,Volume Dow,Open Nasdaq,High Nasdaq,Low Nasdaq,Close,Adj Close,Volume Nasdaq
2020-02-03,26189.609375,26512.580078,26145.589844,26356.980469,26356.980469,2421482700,11627.4502,11749.8496,11614.5,11707.9004,11707.9004,669800.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,26491.660156,26730.259766,26491.660156,26675.980469,26675.980469,2500238100,11786.25,11986.1504,11783.4004,11979.6504,11979.6504,560400.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,26869.320313,26926.11914100001,26641.919922,26786.740234,26786.740234,2498930800,12005.8496,12098.1504,11953.3496,12089.1504,12089.1504,758000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,27174.529297000005,27608.220702999995,27029.490233999997,27493.699219,27493.699219,2249533900,12120.0,12160.5996,12084.6504,12137.9502,12137.9502,565100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,27356.279297000005,27410.580077999995,27224.11914100001,27404.269531,27404.269531,1464514700,12151.1504,12154.7002,12073.9502,12098.3496,12098.3496,473500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,27092.15039100001,27314.640625,27044.880858999997,27241.339844,27241.339844,1612017900,12102.3496,12103.5498,11990.75,12031.5,12031.5,524700.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,27514.25,27674.810547000005,27436.990233999997,27583.880858999997,27583.880858999997,1868625400,12108.4004,12172.2998,12099.0,12107.9004,12107.9004,480000.0,24617.0,24763.0,24534.0,24689.0,24689.0,405685400.0,"9,863.40","9,884.00","9,817.80","9,882.60","9,882.60","167,628,300",,,,,,,,,,,,
2020-02-12,27717.220702999995,27892.480469,27614.830077999995,27823.660156,27823.660156,1796561200,12151.0,12231.75,12144.2998,12201.2002,12201.2002,411700.0,24738.0,24902.0,24735.0,24861.0,24861.0,462480100.0,"9,897.90","9,946.60","9,888.60","9,940.40","9,940.40","199,830,200",,,,,,,,,,,,
2020-02-13,27953.65039100001,27953.65039100001,27695.599608999997,27730.0,27730.0,1617010200,12219.5498,12225.6504,12139.7998,12174.6504,12174.6504,501200.0,24769.0,24892.0,24588.0,24892.0,24892.0,526068000.0,"9,893.90","9,910.10","9,794.30","9,909.80","9,909.80","161,753,500",,,,,,,,,,,,
2020-02-14,27698.560547000005,27960.660156,27695.589844,27815.599608999997,27815.599608999997,1445335900,12190.1504,12246.7002,12091.2002,12113.4502,12113.4502,622800.0,24942.0,24983.0,24832.0,24867.0,24867.0,341383900.0,"9,910.90","9,969.70","9,905.20","9,956.80","9,956.80","127,061,800",,,,,,,,,,,,
2020-02-17,27766.710938,28055.580077999995,27766.710938,27959.599608999997,27959.599608999997,1412999200,12131.7998,12159.5996,12037.0,12045.7998,12045.7998,0.0,24962.0,25121.0,24903.0,25121.0,25121.0,0.0,"9,979.20","10,022.20","9,955.20","10,022.20","10,022.20","105,784,200",,,,,,,,,,,,
2020-02-18,27766.5,27771.300781,27496.25,27530.199219,27530.199219,1592221400,12028.25,12030.75,11908.0498,11992.5,11992.5,676900.0,24986.0,25389.0,24970.0,25224.0,25224.0,737036300.0,"9,977.40","10,041.50","9,967.80","10,005.80","10,005.80","184,042,000",,,,,,,,,,,,
2020-02-19,27486.460938,27697.460938,27448.599608999997,27655.810547000005,27655.810547000005,1471538100,12090.5996,12134.7002,12042.0996,12125.9004,12125.9004,513600.0,25353.0,25483.0,25272.0,25478.0,25478.0,464703000.0,"10,042.00","10,100.20","10,020.70","10,083.60","10,083.60","151,866,100",,,,,,,,,,,,
2020-02-20,27767.279297000005,27767.279297000005,27383.130858999997,27609.160156,27609.160156,1582073100,12119.0,12152.0,12071.4502,12080.8496,12080.8496,502600.0,25415.0,25420.0,25080.0,25080.0,25080.0,445153900.0,"10,048.70","10,050.30","9,931.00","9,931.00","9,931.00","178,849,000",,,,,,,,,,,,
2020-02-21,27450.460938,27484.529297000005,27264.779297000005,27308.810547000005,27308.810547000005,1773613400,,,,,,,24979.0,25130.0,24670.0,24773.0,24773.0,638705500.0,"9,893.00","9,946.40","9,843.50","9,886.20","9,886.20","194,954,500",,,,,,,,,,,,
2020-02-24,27105.349608999997,27105.349608999997,26813.220703,26820.880859,26820.880859,2044657000,12012.5498,12012.5498,11813.4004,11829.4004,11829.4004,490800.0,23919.0,24005.0,23255.0,23427.0,23427.0,977128300.0,"9,649.80","9,676.80","9,459.60","9,483.50","9,483.50","256,063,800",,,,,,,,,,,,
2020-02-25,26722.390625,26914.050781,26667.039063,26893.230469,26893.230469,1924042900,11877.5,11883.0498,11779.9004,11797.9004,11797.9004,461000.0,23586.0,23630.0,23046.0,23090.0,23090.0,664950800.0,"9,507.00","9,518.90","9,248.00","9,250.80","9,250.80","263,346,200",,,,,,,,,,,,
2020-02-26,26479.900391,26776.060547,26479.900391,26696.490234,26696.490234,2040000000,11738.5498,11783.25,11639.5996,11678.5,11678.5,567600.0,22961.0,23600.0,22638.0,23423.0,23423.0,737757000.0,"9,213.00","9,362.80","9,030.70","9,316.80","9,316.80","299,256,300",,,,,,,,,,,,
2020-02-27,26529.169922,26849.570313,26419.970703,26778.619141,26778.619141,2110369700,11661.25,11663.8496,11536.7002,11633.2998,11633.2998,608600.0,22969.0,23078.0,22480.0,22799.0,22799.0,781145900.0,"9,182.20","9,204.40","8,877.40","8,985.90","8,985.90","341,792,600",,,,,,,,,,,,
2020-02-28,26249.060547,26313.550781,25989.410156,26129.929688,26129.929688,3191426200,11382.0,11384.7998,11175.0498,11201.75,11201.75,809900.0,22059.0,22335.0,21698.0,21984.0,21984.0,1052025600.0,"8,748.10","8,818.60","8,582.70","8,723.20","8,723.20","497,983,900",,,,,,,,,,,,
2020-03-02,26077.730469,26375.910156,26077.730469,26291.679688,26291.679688,2201535600,11387.3496,11433.0,11036.25,11132.75,11132.75,680800.0,22333.0,22361.0,21119.0,21655.0,21655.0,924414500.0,"8,910.20","8,913.50","8,541.10","8,741.50","8,741.50","355,485,000",,,,,,,,,,,,
2020-03-03,26419.130859,26527.75,26233.390625,26284.820313,26284.820313,2136295000,11217.5498,11342.25,11152.5498,11303.2998,11303.2998,696500.0,22116.0,22340.0,21651.0,21748.0,21748.0,799970700.0,"8,860.20","9,014.30","8,776.40","8,811.60","8,811.60","351,219,900",,,,,,,,,,,,
2020-03-04,26321.560547,26372.480469,26038.390625,26222.070313,26222.070313,1957062400,11351.3496,11356.5996,11082.1504,11251.0,11251.0,797700.0,21740.0,22204.0,21500.0,21946.0,21946.0,724365300.0,"8,827.80","8,963.70","8,745.90","8,910.00","8,910.00","321,258,300",,,,,,,,,,,,
2020-03-05,26348.160156,26805.580078,26315.359375,26767.869141,26767.869141,2522843200,11306.0498,11389.5,11244.5996,11269.0,11269.0,1352500.0,22012.0,22035.0,21362.0,21555.0,21555.0,772854700.0,"8,960.80","8,962.50","8,639.90","8,683.00","8,683.00","342,803,500",,,,,,,,,,,,
2020-03-06,26397.779297,26408.800781,26084.230469,26146.669922,26146.669922,2646519300,10942.6504,11035.0996,10827.4004,10989.4502,10989.4502,1811000.0,20987.0,21151.0,20624.0,20800.0,20800.0,864917500.0,"8,532.60","8,542.00","8,310.40","8,375.60","8,375.60","345,901,100",,,,,,,,,,,,
2020-03-09,25134.019531,25321.279297,24948.380859,25040.460938,25040.460938,4677892400,10742.0498,10751.5498,10294.4502,10451.4502,10451.4502,1565500.0,20781.0,20781.0,18346.0,18476.0,18476.0,1272046600.0,"7,884.00","8,022.90","7,621.40","7,708.70","7,708.70","598,769,200",,,,,,,,,,,,
2020-03-10,25285.679688,25578.609375,24978.970703,25392.509766,25392.509766,3225661100,,,,,,,18654.0,19175.0,17772.0,17870.0,17870.0,1096966400.0,"7,815.60","8,007.70","7,440.60","7,461.50","7,461.50","506,034,000",,,,,,,,,,,,
2020-03-11,25459.960938,25493.230469,25140.380859,25231.609375,25231.609375,2627625600,10334.2998,10545.0996,10334.0,10458.4004,10458.4004,1218500.0,18172.0,18410.0,17675.0,17929.0,17929.0,916163300.0,"7,589.30","7,717.10","7,364.60","7,436.40","7,436.40","369,150,100",,,,,,,,,,,,
2020-03-12,24657.669922,24657.669922,24117.939453,24309.070313,24309.070313,3748928400,10039.9502,10040.75,9508.0,9590.15039,9590.15039,1343500.0,17654.0,17660.0,14894.0,14894.0,14894.0,1535614400.0,"7,040.80","7,077.70","6,347.00","6,390.90","6,390.90","723,609,100",,,,,,,,,,,,
2020-03-13,22519.320313,24184.480469,22519.320313,24032.910156,24032.910156,5495155700,9107.59961,10159.4004,8555.15039,9955.2002,9955.2002,1388000.0,15108.0,17545.0,15107.0,15954.0,15954.0,1267823900.0,"6,763.70","7,140.50","6,468.30","6,629.60","6,629.60","473,165,800",,,,,,,,,,,,
2020-03-16,23317.810547,23631.529297,22842.25,23063.570313,23063.570313,4067029300,9587.799809999999,9602.2002,9165.09961,9197.40039,9197.40039,897700.0,15697.0,15699.0,14153.0,14980.0,14980.0,1218842000.0,"6,331.00","6,362.50","5,814.50","6,107.20","6,107.20","583,614,700",,,,,,,,,,,,
2020-03-17,23001.759766,23401.199219,22676.460938,23263.730469,23263.730469,3637973700,9285.40039,9403.799809999999,8915.59961,8967.049809999999,8967.049809999999,935600.0,15420.0,15810.0,14696.0,15315.0,15315.0,1041111800.0,"6,444.50","6,557.30","6,083.00","6,498.50","6,498.50","388,451,800",,,,,,,,,,,,
2020-03-18,23023.339844,23425.029297,22167.419922,22291.820313,22291.820313,4217153600,9088.4502,9127.549809999999,8407.049809999999,8468.799809999999,8468.799809999999,1516600.0,14986.0,15438.0,14792.0,15120.0,15120.0,796190300.0,"6,370.50","6,524.20","6,174.10","6,274.80","6,274.80","398,609,500",,,,,,,,,,,,
2020-03-19,22221.380859,22380.339844,21139.259766,21709.130859,21709.130859,5628397600,8063.299809999998,8575.4502,7832.549809999998,8263.4502,8263.4502,925700.0,15417.0,15844.0,15038.0,15467.0,15467.0,1016984600.0,"6,368.20","6,506.40","6,228.30","6,395.80","6,395.80","346,225,500",,,,,,,,,,,,
2020-03-20,22147.339844,22805.070313,22147.339844,22805.070313,22805.070313,4528187900,8284.4502,8883.0,8178.2002,8745.4502,8745.4502,1071500.0,15773.0,16180.0,15617.0,15732.0,15732.0,1222210600.0,"6,645.40","6,769.90","6,371.10","6,443.30","6,443.30","486,796,200",,,,,,,,,,,,
2020-03-23,21696.130859,21696.130859,21696.130859,21696.130859,21696.130859,0,7945.7002,8159.25,7583.6001,7610.25,7610.25,653500.0,15318.0,15789.0,15092.0,15560.0,15560.0,768024600.0,"6,223.70","6,472.00","6,148.00","6,230.20","6,230.20","282,033,200",,,,,,,,,,,,
2020-03-24,22497.570313,22753.009766,22383.25,22663.490234,22663.490234,3614066700,7848.299809999998,8036.9502,7511.1001,7801.049809999998,7801.049809999998,738400.0,15978.0,16949.0,15970.0,16949.0,16949.0,847366000.0,"6,433.30","6,717.30","6,403.60","6,717.30","6,717.30","301,211,900",,,,,,,,,,,,
2020-03-25,23255.910156,23569.449219,23062.230469,23527.189453,23527.189453,3605374900,7735.1499,8376.75,7714.75,8317.84961,8317.84961,736900.0,17247.0,17830.0,16582.0,17244.0,17244.0,906278800.0,"6,985.90","7,058.10","6,625.80","6,942.40","6,942.40","322,631,900",,,,,,,,,,,,
2020-03-26,23604.830078,23604.830078,23163.669922,23352.339844,23352.339844,2519508100,8451.0,8749.049809999999,8304.90039,8641.4502,8641.4502,865600.0,16877.0,17369.0,16835.0,17369.0,17369.0,712229600.0,"6,789.00","7,033.20","6,759.10","7,033.20","7,033.20","248,806,600",,,,,,,,,,,,
2020-03-27,23768.410156,23791.199219,23354.009766,23484.279297,23484.279297,2199674300,8949.09961,9038.90039,8522.90039,8660.25,8660.25,801500.0,17039.0,17283.0,16667.0,16823.0,16823.0,590902100.0,"6,916.70","6,936.70","6,661.90","6,777.90","6,777.90","225,316,500","21,898.47","22,327.57","21,469.27","21,636.78","21,636.78","5,888,300","7,554.25","7,716.24","7,491.14","7,502.38","7,502.38","3,977,010,000"
2020-03-30,23020.849609,23491.509766,22973.330078,23175.109375,23175.109375,2553435900,8385.9502,8576.0,8244.0,8281.09961,8281.09961,593300.0,16856.0,16925.0,16313.0,16872.0,16872.0,551307000.0,"6,748.60","6,789.10","6,507.00","6,659.90","6,659.90","232,005,200","21,678.22","22,378.09","21,522.08","22,327.48","22,327.48","5,455,400","7,583.46","7,784.35","7,539.97","7,774.15","7,774.15","3,846,900,000"
2020-03-31,23613.269531,23627.529297,23238.039063,23603.480469,23603.480469,2876326600,8529.34961,8678.299809999999,8358.0,8597.75,8597.75,712700.0,17097.0,17292.0,16695.0,17051.0,17051.0,698055400.0,"6,746.80","6,802.00","6,624.70","6,785.40","6,785.40","258,181,200","22,208.42","22,480.37","21,852.08","21,917.16","21,917.16","5,712,100","7,740.06","7,880.31","7,642.86","7,700.10","7,700.10","4,059,700,000"
2020-04-01,23365.900391,23540.009766,22947.640625,23085.789063,23085.789063,2879977600,8584.09961,8588.09961,8198.34961,8253.799809999999,8253.799809999999,506300.0,16600.0,16845.0,16500.0,16545.0,16545.0,515027400.0,"6,627.30","6,687.80","6,565.20","6,579.40","6,579.40","235,113,700","21,227.38","21,487.24","20,784.43","20,943.51","20,943.51","5,066,800","7,459.50","7,566.37","7,301.98","7,360.58","7,360.58","3,685,510,000"
2020-04-02,22838.669922,23280.060547,22756.130859,23280.060547,23280.060547,2560937400,,,,,,,16660.0,16878.0,16414.0,16834.0,16834.0,580523400.0,"6,633.70","6,658.90","6,424.50","6,574.10","6,574.10","233,309,800","20,819.46","21,477.77","20,735.02","21,413.44","21,413.44","5,295,400","7,317.45","7,501.70","7,307.95","7,487.31","7,487.31","3,608,190,000"
2020-04-03,23072.949219,23236.109375,23030.580078,23236.109375,23236.109375,1870630600,8356.549809999999,8356.549809999999,8055.799809999998,8083.799809999998,8083.799809999998,697000.0,16742.0,16791.0,16384.0,16384.0,16384.0,547565400.0,"6,563.60","6,632.50","6,509.40","6,581.60","6,581.60","215,387,500","21,285.93","21,447.81","20,863.09","21,052.53","21,052.53","4,500,100","7,477.27","7,518.72","7,288.11","7,373.08","7,373.08","3,279,100,000"
2020-04-06,23558.830078,23832.929688,23271.470703,23749.119141,23749.119141,1834036600,,,,,,,16769.0,17054.0,16765.0,17039.0,17039.0,528126600.0,"6,807.90","6,874.90","6,728.60","6,844.30","6,844.30","225,965,400","21,693.63","22,783.45","21,693.63","22,679.99","22,679.99","6,107,600","7,660.17","7,938.33","7,617.79","7,913.24","7,913.24","3,849,100,000"
2020-04-07,24093.050781,24262.009766,23796.029297,24253.289063,24253.289063,2535034600,8446.299809999999,8819.40039,8360.9502,8792.2002,8792.2002,814200.0,17588.0,17887.0,17178.0,17412.0,17412.0,679854300.0,"6,986.90","7,119.10","6,903.60","7,002.00","7,002.00","260,857,500","23,537.44","23,617.24","22,634.45","22,653.86","22,653.86","5,946,600","8,129.99","8,146.43","7,881.22","7,887.26","7,887.26","4,069,410,000"
2020-04-08,24191.320313,24191.320313,23897.400391,23970.369141,23970.369141,1840854100,8688.90039,9131.7002,8653.90039,8748.75,8748.75,896500.0,17212.0,17406.0,17196.0,17381.0,17381.0,476312900.0,"6,930.20","6,952.50","6,860.60","6,951.80","6,951.80","155,910,100","22,893.47","23,513.40","22,682.99","23,433.57","23,433.57","4,727,400","7,975.72","8,114.43","7,901.94","8,090.90","8,090.90","3,470,730,000"
2020-04-09,24181.320313,24308.689453,24045.179688,24300.330078,24300.330078,1725334600,8973.049809999999,9128.34961,8904.549809999999,9111.90039,9111.90039,742100.0,17686.0,17756.0,17360.0,17622.0,17622.0,553979400.0,"7,049.30","7,116.80","6,918.70","7,070.60","7,070.60","240,348,600","23,690.66","24,008.99","23,504.09","23,719.37","23,719.37","5,664,000","8,169.01","8,227.91","8,072.32","8,153.58","8,153.58","4,123,670,000"
2020-04-14,24347.609375,24546.390625,24283.130859,24435.400391,24435.400391,2050447800,,,,,,,17822.0,17831.0,17507.0,17558.0,17558.0,443873000.0,"7,209.70","7,209.70","7,080.30","7,108.60","7,108.60","259,986,200","23,690.57","24,040.58","23,683.44","23,949.76","23,949.76","4,859,100","8,353.21","8,531.11","8,338.08","8,515.74","8,515.74","3,732,820,000"
2020-04-15,24499.859375,24603.599609,24090.5,24145.339844,24145.339844,1906625200,9196.40039,9261.2002,8874.09961,8925.299809999999,8925.299809999999,879100.0,17455.0,17543.0,16719.0,16719.0,16719.0,536650700.0,"7,065.60","7,086.80","6,816.40","6,839.50","6,839.50","289,924,500","23,600.72","23,649.72","23,233.32","23,504.35","23,504.35","4,376,300","8,355.96","8,464.66","8,308.79","8,393.18","8,393.18","3,333,750,000"
2020-04-16,24025.449219,24102.910156,23854.789063,24006.449219,24006.449219,1865473400,8851.25,9053.75,8821.90039,8992.799809999999,8992.799809999999,719400.0,17003.0,17161.0,16730.0,16768.0,16768.0,453153600.0,"6,930.80","6,950.90","6,733.10","6,763.40","6,763.40","237,962,600","23,543.66","23,598.08","23,211.38","23,537.68","23,537.68","4,710,500","8,479.11","8,560.16","8,393.27","8,532.36","8,532.36","3,995,870,000"
2020-04-17,24457.830078,24666.640625,24308.779297,24380.0,24380.0,1937579000,9323.4502,9324.0,9091.34961,9266.75,9266.75,684200.0,17153.0,17308.0,16964.0,17055.0,17055.0,469218300.0,"6,942.50","7,000.30","6,845.00","6,875.80","6,875.80","251,272,600","23,817.15","24,264.21","23,817.15","24,242.49","24,242.49","5,259,500","8,667.48","8,670.30","8,531.69","8,650.14","8,650.14","4,335,020,000"
2020-04-20,24503.560547,24503.560547,24225.550781,24330.019531,24330.019531,1375091600,9390.2002,9390.84961,9230.799809999999,9261.84961,9261.84961,726400.0,17144.0,17155.0,16786.0,17064.0,17064.0,339570700.0,"6,932.50","6,933.30","6,715.00","6,831.50","6,831.50","186,644,500","24,095.10","24,108.69","23,627.19","23,650.44","23,650.44","4,234,100","8,553.38","8,684.91","8,553.38","8,560.73","8,560.73","3,796,950,000"
2020-04-21,24247.839844,24247.839844,23676.130859,23793.550781,23793.550781,2160661700,9016.9502,9044.40039,8909.40039,8981.4502,8981.4502,655100.0,16812.0,16935.0,16451.0,16451.0,16451.0,401986500.0,"6,741.30","6,760.90","6,634.90","6,634.90","6,634.90","200,783,000","23,365.25","23,365.25","22,941.88","23,018.88","23,018.88","4,851,400","8,460.69","8,480.29","8,215.69","8,263.23","8,263.23","3,756,290,000"
2020-04-22,23540.539063,23939.289063,23483.310547,23893.359375,23893.359375,1668362400,9026.75,9209.75,8946.25,9187.299809999999,9187.299809999999,734400.0,16615.0,16770.0,16555.0,16765.0,16765.0,347495900.0,"6,685.10","6,729.60","6,654.20","6,719.80","6,719.80","177,928,500","23,437.34","23,613.10","23,339.60","23,475.82","23,475.82","3,528,800","8,434.55","8,537.31","8,404.54","8,495.38","8,495.38","3,025,060,000"
2020-04-23,23983.650391,24107.880859,23806.300781,23977.320313,23977.320313,1814344800,9232.34961,9343.59961,9170.15039,9313.90039,9313.90039,666700.0,16925.0,17145.0,16778.0,17011.0,17011.0,392978300.0,"6,758.70","6,797.60","6,713.60","6,746.50","6,746.50","163,723,500","23,543.09","23,885.36","23,483.35","23,515.26","23,515.26","3,892,900","8,528.84","8,635.23","8,475.20","8,494.75","8,494.75","3,734,720,000"
2020-04-24,23844.550781,23957.169922,23730.490234,23831.330078,23831.330078,1301664900,9163.90039,9296.90039,9141.299809999999,9154.40039,9154.40039,659400.0,16640.0,17155.0,16640.0,16859.0,16859.0,349284500.0,"6,641.30","6,710.80","6,578.10","6,613.90","6,613.90","182,925,300","23,628.24","23,826.00","23,417.68","23,775.27","23,775.27","3,760,200","8,530.08","8,642.93","8,464.42","8,634.52","8,634.52","3,673,170,000"
2020-04-27,24030.660156,24318.810547,24030.539063,24280.140625,24280.140625,1592713000,9259.7002,9377.09961,9250.34961,9282.299809999999,9282.299809999999,512800.0,17313.0,17380.0,17164.0,17380.0,17380.0,307768100.0,"6,780.90","6,790.10","6,667.30","6,731.80","6,731.80","147,263,100","23,866.15","24,207.65","23,840.61","24,133.78","24,133.78","3,893,900","8,717.98","8,754.57","8,697.37","8,730.16","8,730.16","3,678,460,000"
2020-04-28,24401.119141,24582.660156,24176.880859,24575.960938,24575.960938,1687557300,9389.799809999999,9404.40039,9260.0,9380.90039,9380.90039,614500.0,17428.0,17941.0,17413.0,17677.0,17677.0,496793100.0,"6,724.60","6,857.90","6,707.90","6,836.40","6,836.40","233,782,400","24,357.17","24,512.24","24,031.20","24,101.55","24,101.55","4,002,500","8,825.69","8,830.57","8,600.70","8,607.73","8,607.73","3,707,540,000"
2020-04-29,24786.019531,24855.470703,24549.619141,24643.589844,24643.589844,1648009000,9408.59961,9599.84961,9392.34961,9553.34961,9553.34961,653000.0,17616.0,18076.0,17609.0,18067.0,18067.0,477978500.0,"6,829.40","7,055.70","6,816.80","7,055.70","7,055.70","247,762,400","24,490.37","24,764.77","24,453.99","24,633.86","24,633.86","4,552,900","8,802.70","8,957.27","8,765.01","8,914.71","8,914.71","4,378,540,000"
2020-05-04,23895.109375,23897.529297,23584.949219,23613.800781,23613.800781,2556774000,9533.5,9533.5,9266.9502,9293.5,9293.5,687500.0,17157.0,17345.0,17036.0,17036.0,17036.0,430626400.0,"6,767.70","6,767.70","6,673.30","6,673.30","6,673.30","241,555,200","23,581.55","23,769.56","23,361.16","23,749.76","23,749.76","3,553,600","8,555.32","8,715.82","8,537.83","8,710.71","8,710.71","3,422,150,000"
2020-05-05,23755.769531,23928.449219,23697.880859,23868.660156,23868.660156,1332967300,9429.40039,9450.90039,9190.75,9205.59961,9205.59961,725200.0,17289.0,17390.0,17082.0,17387.0,17387.0,413815000.0,"6,772.20","6,815.90","6,680.70","6,747.70","6,747.70","203,873,600","23,958.88","24,169.72","23,868.91","23,883.09","23,883.09","3,697,100","8,809.66","8,909.96","8,781.31","8,809.12","8,809.12","3,913,360,000"
2020-05-06,23868.019531,24235.029297,23868.019531,24137.480469,24137.480469,1890000000,9226.799809999999,9346.90039,9116.5,9270.90039,9270.90039,722200.0,17368.0,17500.0,17146.0,17159.0,17159.0,330052900.0,"6,719.80","6,762.50","6,666.20","6,671.70","6,671.70","166,015,200","23,978.88","24,054.59","23,661.14","23,664.64","23,664.64","3,774,500","8,874.70","8,933.25","8,819.37","8,854.39","8,854.39","3,620,030,000"
2020-05-07,24120.810547,24120.810547,23913.5,23980.630859,23980.630859,1317060000,9234.049809999999,9277.84961,9175.90039,9199.049809999999,9199.049809999999,708700.0,17256.0,17363.0,17094.0,17245.0,17245.0,360975400.0,"6,714.90","6,747.20","6,666.40","6,730.90","6,730.90","167,460,700","23,837.21","24,094.62","23,834.39","23,875.89","23,875.89","3,698,900","8,973.78","9,015.99","8,932.86","8,979.66","8,979.66","3,762,070,000"
